Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Status
black-embroidered-short-dress,Black Embroidered Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,true,Size,s,DS00BK5059S,400,shopify,50,deny,manual,5499,,true,true,active
black-embroidered-short-dress,Black Embroidered Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,m,DS00BK5059M,400,shopify,50,deny,manual,5499,,true,true,
black-embroidered-short-dress,Black Embroidered Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,l,DS00BK5059L,400,shopify,50,deny,manual,5499,,true,true,
black-embroidered-short-dress,Black Embroidered Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,xl,DS00BK5059XL,400,shopify,50,deny,manual,5499,,true,true,
green-embroidered-short-dress,Green Embroidered Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,true,Size,s,DS00GN5074S,400,shopify,50,deny,manual,4699,,true,true,active
green-embroidered-short-dress,Green Embroidered Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,m,DS00GN5074M,400,shopify,50,deny,manual,4699,,true,true,
green-embroidered-short-dress,Green Embroidered Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,l,DS00GN5074L,400,shopify,50,deny,manual,4699,,true,true,
green-embroidered-short-dress,Green Embroidered Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,xl,DS00GN5074XL,400,shopify,50,deny,manual,4699,,true,true,
black-embroidered-empire-dress,Black Embroidered Empire Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,true,Size,s,DS00BK5060S,400,shopify,50,deny,manual,4499,,true,true,active
black-embroidered-empire-dress,Black Embroidered Empire Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,m,DS00BK5060M,400,shopify,50,deny,manual,4499,,true,true,
black-embroidered-empire-dress,Black Embroidered Empire Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,l,DS00BK5060L,400,shopify,50,deny,manual,4499,,true,true,
black-embroidered-empire-dress,Black Embroidered Empire Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,xl,DS00BK5060XL,400,shopify,50,deny,manual,4499,,true,true,
off-white-embroidered-puff-sleeve-short-dress,Off White Embroidered Puff Sleeve Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,true,Size,s,DS00OW5064S,400,shopify,50,deny,manual,4799,,true,true,active
off-white-embroidered-puff-sleeve-short-dress,Off White Embroidered Puff Sleeve Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,m,DS00OW5064M,400,shopify,50,deny,manual,4799,,true,true,
off-white-embroidered-puff-sleeve-short-dress,Off White Embroidered Puff Sleeve Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,l,DS00OW5064L,400,shopify,50,deny,manual,4799,,true,true,
off-white-embroidered-puff-sleeve-short-dress,Off White Embroidered Puff Sleeve Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,xl,DS00OW5064XL,400,shopify,50,deny,manual,4799,,true,true,
floral-embroidered-puff-sleeve-short-dress,Floral Embroidered Puff Sleeve Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,true,Size,s,DS00OW5070S,400,shopify,50,deny,manual,5799,,true,true,active
floral-embroidered-puff-sleeve-short-dress,Floral Embroidered Puff Sleeve Short Dress,,Zummer,Apparel & Accessories > Clothing > Dresses,DRESS,,,,m,DS00OW5070M,400,shopify,50,deny,manual,5799,,true,true,
