Version : 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business (Information required for Style Creation/Legal Compliance/Order Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discoverability - Attributes required for Product Description and Cataloguing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sizing - Mandatory Measurements,,,,,,,,Imagery - Mandatory Image Angles,,,,,,
styleId,styleGroupId,vendorSkuCode,vendorArticleNumber,vendorArticleName,brand,Manufacturer Name and Address with Pincode,Packer Name and Address with Pincode,Importer Name and Address with Pincode,Country Of Origin,Country Of Origin2,Country Of Origin3,Country Of Origin4,Country Of Origin5,articleType,Brand Size,Standard Size,is Standard Size present on Label,Brand Colour (Remarks),GTIN,HSN,SKUCode,MRP,AgeGroup,Prominent Colour,Second Prominent Colour,Third Prominent Colour,FashionType,Usage,Year,season,Product Details,styleNote,materialCareDescription,sizeAndFitDescription,productDisplayName,tags,addedDate,Color Variant GroupId,Fabric,Neck,Sleeve Length,Pattern,Occasion,Weave Type,Surface Styling,Transparency,Type,Print or Pattern Type,Sleeve Styling,Main Trend,Wash Care,Body or Garment Size,taxMaterial,Lining,Closure,Length,Fabric Type,Center Front Open,Sustainable,Character,Multipack Set,Number of Items,Contact Brand or Retailer for pre-sales product queries,Where-to-wear,Style Tip,Care for me,Collection Name,Package Contains,BIS Expiry Date,BIS Certificate Image URL,BIS Certificate Number,Bust ( Inches ),Chest ( Inches ),Front Length ( Inches ),Across Shoulder ( Inches ),Sleeve-Length ( Inches ),To Fit Bust ( Inches ),To Fit Waist ( Inches ),Waist ( Inches ),Front Image,Side Image,Back Image,Detail Angle,Look Shot Image,Additional Image 1,Additional Image 2
1035,TP04BK1035,TP04BK1035XL,TP04BK1035XL,Black Ribbed Henley Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Black,,61142000,TP04BK1035,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Ribbed Henley Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,Button,Regular,Cotton,No,,,NA,1,,,,,,1 Hanley Top,,,,36,36,23,14,23.75,40,34,33,,,,,,,
1035,TP04BK1035,TP04BK1035XXL,TP04BK1035XXL,Black Ribbed Henley Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Black,,61142000,TP04BK1035,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Ribbed Henley Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,Button,Regular,Cotton,No,,,NA,1,,,,,,1 Hanley Top,,,,38,38,23.5,14.5,24,42,36,35,,,,,,,
1037,TP04BK1037,TP04BK1037XS,TP04BK1037XS,Black & White Striped Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Black,,61142000,TP04BK1037,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Lace Insert Detail Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,V-Neck,Long Sleeves,Striped,Casual,Knitted,Lace Inserts,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Lace Detail Top,,,,29,29,21.5,12.5,22.75,32,26,24,,,,,,,
1037,TP04BK1037,TP04BK1037S,TP04BK1037S,Black & White Striped Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Black,,61142000,TP04BK1037,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Lace Insert Detail Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,V-Neck,Long Sleeves,Striped,Casual,Knitted,Lace Inserts,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Lace Detail Top,,,,31,31,22,13,23,34,28,26,,,,,,,
1037,TP04BK1037,TP04BK1037M,TP04BK1037M,Black & White Striped Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Black,,61142000,TP04BK1037,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Lace Insert Detail Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,V-Neck,Long Sleeves,Striped,Casual,Knitted,Lace Inserts,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Lace Detail Top,,,,33,33,22.5,13.5,23.25,36,30,28,,,,,,,
1037,TP04BK1037,TP04BK1037L,TP04BK1037L,Black & White Striped Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Black,,61142000,TP04BK1037,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Lace Insert Detail Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,V-Neck,Long Sleeves,Striped,Casual,Knitted,Lace Inserts,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Lace Detail Top,,,,35,35,23,14,23.5,38,32,30,,,,,,,
1037,TP04BK1037,TP04BK1037XL,TP04BK1037XL,Black & White Striped Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Black,,61142000,TP04BK1037,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Lace Insert Detail Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,V-Neck,Long Sleeves,Striped,Casual,Knitted,Lace Inserts,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Lace Detail Top,,,,37,37,23.5,14.5,23.75,40,34,32,,,,,,,
1037,TP04BK1037,TP04BK1037XXL,TP04BK1037XXL,Black & White Striped Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Black,,61142000,TP04BK1037,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Lace Insert Detail Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,V-Neck,Long Sleeves,Striped,Casual,Knitted,Lace Inserts,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Lace Detail Top,,,,39,39,24,15,24,42,36,34,,,,,,,
1181,TP09NB1181,TP09NB1181XS,TP09NB1181XS, Zummer Denim Navy Blue Corset Top  ,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Navy Blue,,61142000,TP09NB1181,2199,Adults-Women,Navy Blue,Blue,NA,Fashion,Smart Casual,2025,Summer, Zummer Denim Navy Blue Corset Top  ,,96% Cotton 4% Spandex,,,,,,Cotton,V-Neck,Sleeveless,Solid,Casual,Woven,,,,,No Sleeves,,Machine Wash,Garment Measurements in,,NA,Zip,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,28,28,15.5,11.5,,32,26,23,,,,,,,
1181,TP09NB1181,TP09NB1181S,TP09NB1181S, Zummer Denim Navy Blue Corset Top  ,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Navy Blue,,61142000,TP09NB1181,2199,Adults-Women,Navy Blue,Blue,NA,Fashion,Smart Casual,2025,Summer, Zummer Denim Navy Blue Corset Top  ,,96% Cotton 4% Spandex,,,,,,Cotton,V-Neck,Sleeveless,Solid,Casual,Woven,,,,,No Sleeves,,Machine Wash,Garment Measurements in,,NA,Zip,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,30,30,16,12,,34,28,25,,,,,,,
1181,TP09NB1181,TP09NB1181M,TP09NB1181M, Zummer Denim Navy Blue Corset Top  ,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Navy Blue,,61142000,TP09NB1181,2199,Adults-Women,Navy Blue,Blue,NA,Fashion,Smart Casual,2025,Summer, Zummer Denim Navy Blue Corset Top  ,,96% Cotton 4% Spandex,,,,,,Cotton,V-Neck,Sleeveless,Solid,Casual,Woven,,,,,No Sleeves,,Machine Wash,Garment Measurements in,,NA,Zip,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,32,32,16.5,12.5,,36,30,27,,,,,,,
1181,TP09NB1181,TP09NB1181L,TP09NB1181L, Zummer Denim Navy Blue Corset Top  ,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Navy Blue,,61142000,TP09NB1181,2199,Adults-Women,Navy Blue,Blue,NA,Fashion,Smart Casual,2025,Summer, Zummer Denim Navy Blue Corset Top  ,,96% Cotton 4% Spandex,,,,,,Cotton,V-Neck,Sleeveless,Solid,Casual,Woven,,,,,No Sleeves,,Machine Wash,Garment Measurements in,,NA,Zip,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,34,34,17,13,,38,32,29,,,,,,,
1181,TP09NB1181,TP09NB1181XL,TP09NB1181XL, Zummer Denim Navy Blue Corset Top  ,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Navy Blue,,61142000,TP09NB1181,2199,Adults-Women,Navy Blue,Blue,NA,Fashion,Smart Casual,2025,Summer, Zummer Denim Navy Blue Corset Top  ,,96% Cotton 4% Spandex,,,,,,Cotton,V-Neck,Sleeveless,Solid,Casual,Woven,,,,,No Sleeves,,Machine Wash,Garment Measurements in,,NA,Zip,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,36,36,17.5,13.5,,40,34,31,,,,,,,
1181,TP09NB1181,TP09NB1181XXL,TP09NB1181XXL, Zummer Denim Navy Blue Corset Top  ,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Navy Blue,,61142000,TP09NB1181,2199,Adults-Women,Navy Blue,Blue,NA,Fashion,Smart Casual,2025,Summer, Zummer Denim Navy Blue Corset Top  ,,96% Cotton 4% Spandex,,,,,,Cotton,V-Neck,Sleeveless,Solid,Casual,Woven,,,,,No Sleeves,,Machine Wash,Garment Measurements in,,NA,Zip,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,38,38,18,14,,42,36,33,,,,,,,
5026,TP00BL5026,TP00BL5026XS,TP00BL5026XS,Zummer Cotton Blue Puff sleeve Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Blue,,61142000,TP00BL5026,2199,Adults-Women,Blue,Navy Blue,NA,Fashion,Travel,2025,Summer,Zummer Cotton Blue Puff sleeve Top,,100% Cotton,,,,,,Cotton,Round Neck,Three-Quarter Sleeves,Solid,Casual,Woven,,,,,Puff Sleeves,,Hand Wash,Garment Measurements in,,NA,NA,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,34,34,25,13,17,32,26,28,,,,,,,
5026,TP00BL5026,TP00BL5026S,TP00BL5026S,Zummer Cotton Blue Puff sleeve Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Blue,,61142000,TP00BL5026,2199,Adults-Women,Blue,Navy Blue,NA,Fashion,Travel,2025,Summer,Zummer Cotton Blue Puff sleeve Top,,100% Cotton,,,,,,Cotton,Round Neck,Three-Quarter Sleeves,Solid,Casual,Woven,,,,,Puff Sleeves,,Hand Wash,Garment Measurements in,,NA,NA,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,36,36,25,13.5,17,34,28,30,,,,,,,
5026,TP00BL5026,TP00BL5026M,TP00BL5026M,Zummer Cotton Blue Puff sleeve Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Blue,,61142000,TP00BL5026,2199,Adults-Women,Blue,Navy Blue,NA,Fashion,Travel,2025,Summer,Zummer Cotton Blue Puff sleeve Top,,100% Cotton,,,,,,Cotton,Round Neck,Three-Quarter Sleeves,Solid,Casual,Woven,,,,,Puff Sleeves,,Hand Wash,Garment Measurements in,,NA,NA,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,38,38,25,14,17,36,30,32,,,,,,,
5026,TP00BL5026,TP00BL5026L,TP00BL5026L,Zummer Cotton Blue Puff sleeve Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Blue,,61142000,TP00BL5026,2199,Adults-Women,Blue,Navy Blue,NA,Fashion,Travel,2025,Summer,Zummer Cotton Blue Puff sleeve Top,,100% Cotton,,,,,,Cotton,Round Neck,Three-Quarter Sleeves,Solid,Casual,Woven,,,,,Puff Sleeves,,Hand Wash,Garment Measurements in,,NA,NA,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,40,40,25,14.5,17,38,32,34,,,,,,,
5026,TP00BL5026,TP00BL5026XL,TP00BL5026XL,Zummer Cotton Blue Puff sleeve Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Blue,,61142000,TP00BL5026,2199,Adults-Women,Blue,Navy Blue,NA,Fashion,Travel,2025,Summer,Zummer Cotton Blue Puff sleeve Top,,100% Cotton,,,,,,Cotton,Round Neck,Three-Quarter Sleeves,Solid,Casual,Woven,,,,,Puff Sleeves,,Hand Wash,Garment Measurements in,,NA,NA,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,42,42,25,15,17,40,34,36,,,,,,,
5096,TP00BK5096,TP00BK5096XS,TP00BK5096XS,Zummer Cotton Embroidered Black Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Black,,61142000,TP00BK5096,2199,Adults-Women,Black,Charcoal,White,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Black Top,,100% Cotton,,,,,,Cotton,Round Neck,Short Sleeves,Embroidered,Casual,Woven,,,,Tropical,Regular Sleeves,,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,36,36,19.5,13,9.5,36,34,34,,,,,,,
5096,TP00BK5096,TP00BK5096S,TP00BK5096S,Zummer Cotton Embroidered Black Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Black,,61142000,TP00BK5096,2199,Adults-Women,Black,Charcoal,White,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Black Top,,100% Cotton,,,,,,Cotton,Round Neck,Short Sleeves,Embroidered,Casual,Woven,,,,Tropical,Regular Sleeves,,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,38,38,20,13.5,10,38,36,36,,,,,,,
5096,TP00BK5096,TP00BK5096M,TP00BK5096M,Zummer Cotton Embroidered Black Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Black,,61142000,TP00BK5096,2199,Adults-Women,Black,Charcoal,White,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Black Top,,100% Cotton,,,,,,Cotton,Round Neck,Short Sleeves,Embroidered,Casual,Woven,,,,Tropical,Regular Sleeves,,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,40,40,20.5,14,10.5,40,38,38,,,,,,,
5096,TP00BK5096,TP00BK5096L,TP00BK5096L,Zummer Cotton Embroidered Black Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Black,,61142000,TP00BK5096,2199,Adults-Women,Black,Charcoal,White,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Black Top,,100% Cotton,,,,,,Cotton,Round Neck,Short Sleeves,Embroidered,Casual,Woven,,,,Tropical,Regular Sleeves,,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,42,42,21,14.5,11,42,40,40,,,,,,,
5096,TP00BK5096,TP00BK5096XL,TP00BK5096XL,Zummer Cotton Embroidered Black Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Black,,61142000,TP00BK5096,2199,Adults-Women,Black,Charcoal,White,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Black Top,,100% Cotton,,,,,,Cotton,Round Neck,Short Sleeves,Embroidered,Casual,Woven,,,,Tropical,Regular Sleeves,,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,44,44,21.5,15,11.5,44,42,42,,,,,,,
5109,TP09OW5109,TP09OW5109XS,TP09OW5109XS,Zummer Polyester Floral Printed Off White Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Off White,,61142000,TP09OW5109,2199,Adults-Women,Off White,White,Blue,Fashion,Travel,2025,Summer,Zummer Polyester Floral Printed Off White Top,,100% Polyester,,,,,,Polyester,V-Neck,Short Sleeves,Printed,Casual,Woven,,,,Floral,Bell Sleeves,,Machine Wash,Garment Measurements in,,NA,NA,Regular,Crepe,,,,NA,1,,,,,,1 Top,,,,34,34,23.5,13,11,34,28,28,,,,,,,
5109,TP09OW5109,TP09OW5109S,TP09OW5109S,Zummer Polyester Floral Printed Off White Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Off White,,61142000,TP09OW5109,2199,Adults-Women,Off White,White,Blue,Fashion,Travel,2025,Summer,Zummer Polyester Floral Printed Off White Top,,100% Polyester,,,,,,Polyester,V-Neck,Short Sleeves,Printed,Casual,Woven,,,,Floral,Bell Sleeves,,Machine Wash,Garment Measurements in,,NA,NA,Regular,Crepe,,,,NA,1,,,,,,1 Top,,,,36,36,24,13.5,11,36,30,30,,,,,,,
5109,TP09OW5109,TP09OW5109M,TP09OW5109M,Zummer Polyester Floral Printed Off White Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Off White,,61142000,TP09OW5109,2199,Adults-Women,Off White,White,Blue,Fashion,Travel,2025,Summer,Zummer Polyester Floral Printed Off White Top,,100% Polyester,,,,,,Polyester,V-Neck,Short Sleeves,Printed,Casual,Woven,,,,Floral,Bell Sleeves,,Machine Wash,Garment Measurements in,,NA,NA,Regular,Crepe,,,,NA,1,,,,,,1 Top,,,,38,38,24.5,14,11,38,32,32,,,,,,,
5109,TP09OW5109,TP09OW5109L,TP09OW5109L,Zummer Polyester Floral Printed Off White Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Off White,,61142000,TP09OW5109,2199,Adults-Women,Off White,White,Blue,Fashion,Travel,2025,Summer,Zummer Polyester Floral Printed Off White Top,,100% Polyester,,,,,,Polyester,V-Neck,Short Sleeves,Printed,Casual,Woven,,,,Floral,Bell Sleeves,,Machine Wash,Garment Measurements in,,NA,NA,Regular,Crepe,,,,NA,1,,,,,,1 Top,,,,40,40,25,14.5,11,40,34,34,,,,,,,
