Version : 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business (Information required for Style Creation/Legal Compliance/Order Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discoverability - Attributes required for Product Description and Cataloguing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sizing - Mandatory Measurements,,,,,,,,Imagery - Mandatory Image Angles,,,,,,
styleId,styleGroupId,vendorSkuCode,vendorArticleNumber,vendorArticleName,brand,Manufacturer Name and Address with Pincode,Packer Name and Address with Pincode,Importer Name and Address with Pincode,Country Of Origin,Country Of Origin2,Country Of Origin3,Country Of Origin4,Country Of Origin5,articleType,Brand Size,Standard Size,is Standard Size present on Label,Brand Colour (Remarks),GTIN,HSN,SKUCode,MRP,AgeGroup,Prominent Colour,Second Prominent Colour,Third Prominent Colour,FashionType,Usage,Year,season,Product Details,styleNote,materialCareDescription,sizeAndFitDescription,productDisplayName,tags,addedDate,Color Variant GroupId,Fabric,Neck,Sleeve Length,Pattern,Occasion,Weave Type,Surface Styling,Transparency,Type,Print or Pattern Type,Sleeve Styling,Main Trend,Wash Care,Body or Garment Size,taxMaterial,Lining,Closure,Length,Fabric Type,Center Front Open,Sustainable,Character,Multipack Set,Number of Items,Contact Brand or Retailer for pre-sales product queries,Where-to-wear,Style Tip,Care for me,Collection Name,Package Contains,BIS Expiry Date,BIS Certificate Image URL,BIS Certificate Number,Bust ( Inches ),Chest ( Inches ),Front Length ( Inches ),Across Shoulder ( Inches ),Sleeve-Length ( Inches ),To Fit Bust ( Inches ),To Fit Waist ( Inches ),Waist ( Inches ),Front Image,Side Image,Back Image,Detail Angle,Look Shot Image,Additional Image 1,Additional Image 2
1022,TP04BK1022,TP04BK1022XL,TP04BK1022XL,Black Rib Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Black,,61142000,TP04BK1022,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Rib Lace Insert Detail Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,Lace Inserts,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Lace Detail Top,,,,34,34,23.5,14,23.75,40,34,31,,,,,,,
1022,TP04BK1022,TP04BK1022XXL,TP04BK1022XXL,Black Rib Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Black,,61142000,TP04BK1022,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Rib Lace Insert Detail Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,Lace Inserts,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Lace Detail Top,,,,36,36,24,14.5,24,42,36,33,,,,,,,
1023,TP04BR1023,TP04BR1023XS,TP04BR1023XS,Brown Rib Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Brown,,61142000,TP04BR1023,2199,Adults-Women,Brown,,,Fashion,Casual,2025,Summer,Brown Rib Lace Insert Detail Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,Lace Inserts,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Lace Detail Top,,,,26,26,21.5,12,22.75,32,26,23,,,,,,,
1023,TP04BR1023,TP04BR1023S,TP04BR1023S,Brown Rib Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Brown,,61142000,TP04BR1023,2199,Adults-Women,Brown,,,Fashion,Casual,2025,Summer,Brown Rib Lace Insert Detail Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,Lace Inserts,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Lace Detail Top,,,,28,28,22,12.5,23,34,28,25,,,,,,,
1024,TP04BR1023,TP04BR1023M,TP04BR1023M,Brown Rib Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Brown,,61142000,TP04BR1023,2199,Adults-Women,Brown,,,Fashion,Casual,2026,Summer,Brown Rib Lace Insert Detail Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,Lace Inserts,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,2 Lace Detail Top,,,,28,28,22,12.5,23,34,28,25,,,,,,,
1025,TP04BR1023,TP04BR1023L,TP04BR1023L,Brown Rib Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Brown,,61142000,TP04BR1023,2199,Adults-Women,Brown,,,Fashion,Casual,2027,Summer,Brown Rib Lace Insert Detail Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,Lace Inserts,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,3 Lace Detail Top,,,,28,28,22,12.5,23,34,28,25,,,,,,,
1026,TP04BR1023,TP04BR1023XL,TP04BR1023XL,Brown Rib Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Brown,,61142000,TP04BR1023,2199,Adults-Women,Brown,,,Fashion,Casual,2028,Summer,Brown Rib Lace Insert Detail Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,Lace Inserts,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,4 Lace Detail Top,,,,28,28,22,12.5,23,34,28,25,,,,,,,
1027,TP04BR1023,TP04BR1023XXL,TP04BR1023XXL,Brown Rib Lace Insert Detail Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL ,XXL ,Yes,Brown,,61142000,TP04BR1023,2199,Adults-Women,Brown,,,Fashion,Casual,2029,Summer,Brown Rib Lace Insert Detail Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,Lace Inserts,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,5 Lace Detail Top,,,,28,28,22,12.5,23,34,28,25,,,,,,,
1024,TP04BK1024,TP04BK1024XS,TP04BK1024XS,Black Rib Ring Insert Off shoulder Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Black,,61142000,TP04BK1024,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Rib Ring Insert Off shoulder Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,Off-Shoulder,Sleeveless,Solid,Casual,Knitted,Layered,Opaque,Bardot,Ribbed,No Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Off Shoulder Top,,,,26,26,16.25,23,,32,26,23,,,,,,,
1024,TP04BK1024,TP04BK1024S,TP04BK1024S,Black Rib Ring Insert Off shoulder Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Black,,61142000,TP04BK1024,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Rib Ring Insert Off shoulder Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,Off-Shoulder,Sleeveless,Solid,Casual,Knitted,Layered,Opaque,Bardot,Ribbed,No Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Off Shoulder Top,,,,28,28,16.5,25,,34,28,25,,,,,,,
1024,TP04BK1024,TP04BK1024M,TP04BK1024M,Black Rib Ring Insert Off shoulder Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Black,,61142000,TP04BK1024,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Rib Ring Insert Off shoulder Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,Off-Shoulder,Sleeveless,Solid,Casual,Knitted,Layered,Opaque,Bardot,Ribbed,No Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Off Shoulder Top,,,,30,30,16.75,27,,36,30,27,,,,,,,
1024,TP04BK1024,TP04BK1024L,TP04BK1024L,Black Rib Ring Insert Off shoulder Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Black,,61142000,TP04BK1024,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Rib Ring Insert Off shoulder Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,Off-Shoulder,Sleeveless,Solid,Casual,Knitted,Layered,Opaque,Bardot,Ribbed,No Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Off Shoulder Top,,,,32,32,17,29,,38,32,29,,,,,,,
1024,TP04BK1024,TP04BK1024XL,TP04BK1024XL,Black Rib Ring Insert Off shoulder Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Black,,61142000,TP04BK1024,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Rib Ring Insert Off shoulder Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,Off-Shoulder,Sleeveless,Solid,Casual,Knitted,Layered,Opaque,Bardot,Ribbed,No Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Off Shoulder Top,,,,34,34,17.25,31,,40,34,31,,,,,,,
1024,TP04BK1024,TP04BK1024XXL,TP04BK1024XXL,Black Rib Ring Insert Off shoulder Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Black,,61142000,TP04BK1024,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Rib Ring Insert Off shoulder Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,Off-Shoulder,Sleeveless,Solid,Casual,Knitted,Layered,Opaque,Bardot,Ribbed,No Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Off Shoulder Top,,,,36,36,17.5,33,,42,36,33,,,,,,,
1025,TP04BR1025,TP04BR1025XS,TP04BR1025XS,Brown V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Brown,,61142000,TP04BR1025,2199,Adults-Women,Brown,,,Fashion,Casual,2025,Summer,Brown V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,28,28,22.5,12,22.75,32,26,24,,,,,,,
1025,TP04BR1025,TP04BR1025S,TP04BR1025S,Brown V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Brown,,61142000,TP04BR1025,2199,Adults-Women,Brown,,,Fashion,Casual,2025,Summer,Brown V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,30,30,23,12.5,23,34,28,26,,,,,,,
1025,TP04BR1025,TP04BR1025M,TP04BR1025M,Brown V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Brown,,61142000,TP04BR1025,2199,Adults-Women,Brown,,,Fashion,Casual,2025,Summer,Brown V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,32,32,23.5,13,23.25,36,30,28,,,,,,,
1025,TP04BR1025,TP04BR1025L,TP04BR1025L,Brown V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Brown,,61142000,TP04BR1025,2199,Adults-Women,Brown,,,Fashion,Casual,2025,Summer,Brown V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,34,34,24,13.5,23.5,38,32,30,,,,,,,
1025,TP04BR1025,TP04BR1025XL,TP04BR1025XL,Brown V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Brown,,61142000,TP04BR1025,2199,Adults-Women,Brown,,,Fashion,Casual,2025,Summer,Brown V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,36,36,24.5,14,23.75,40,34,32,,,,,,,
1025,TP04BR1025,TP04BR1025XXL,TP04BR1025XXL,Brown V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Brown,,61142000,TP04BR1025,2199,Adults-Women,Brown,,,Fashion,Casual,2025,Summer,Brown V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,38,38,25,14.5,24,42,36,34,,,,,,,
1026,TP04MG1026,TP04MG1026XS,TP04MG1026XS,Magenta V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Magenta,,61142000,TP04MG1026,2199,Adults-Women,Magenta,,,Fashion,Casual,2025,Summer,Magenta V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,28,28,22.5,12,22.75,32,26,24,,,,,,,
1026,TP04MG1026,TP04MG1026S,TP04MG1026S,Magenta V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Magenta,,61142000,TP04MG1026,2199,Adults-Women,Magenta,,,Fashion,Casual,2025,Summer,Magenta V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,30,30,23,12.5,23,34,28,26,,,,,,,
1026,TP04MG1026,TP04MG1026M,TP04MG1026M,Magenta V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Magenta,,61142000,TP04MG1026,2199,Adults-Women,Magenta,,,Fashion,Casual,2025,Summer,Magenta V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,32,32,23.5,13,23.25,36,30,28,,,,,,,
1026,TP04MG1026,TP04MG1026L,TP04MG1026L,Magenta V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Magenta,,61142000,TP04MG1026,2199,Adults-Women,Magenta,,,Fashion,Casual,2025,Summer,Magenta V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,34,34,24,13.5,23.5,38,32,30,,,,,,,
1026,TP04MG1026,TP04MG1026XL,TP04MG1026XL,Magenta V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Magenta,,61142000,TP04MG1026,2199,Adults-Women,Magenta,,,Fashion,Casual,2025,Summer,Magenta V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,36,36,24.5,14,23.75,40,34,32,,,,,,,
1026,TP04MG1026,TP04MG1026XXL,TP04MG1026XXL,Magenta V-Neck Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Magenta,,61142000,TP04MG1026,2199,Adults-Women,Magenta,,,Fashion,Casual,2025,Summer,Magenta V-Neck Rib Top,,60% Cotton 40% Polyester,,,,,,Cotton Blend,V-Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 V-Neck Top,,,,38,38,25,14.5,24,42,36,34,,,,,,,
1029,TP04BK1029,TP04BK1029XS,TP04BK1029XS,Black & White Striped Rib Short Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Black,,61142000,TP04BK1029,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Short Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,26,26,20.5,11.5,4.75,32,26,22,,,,,,,
