Version : 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business (Information required for Style Creation/Legal Compliance/Order Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discoverability - Attributes required for Product Description and Cataloguing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sizing - Mandatory Measurements,,,,,,,,,,,,Imagery - Mandatory Image Angles,,,,,,
styleId,styleGroupId,vendorSkuCode,vendorArticleNumber,vendorArticleName,brand,Manufacturer Name and Address with Pincode,Packer Name and Address with Pincode,Importer Name and Address with Pincode,Country Of Origin,Country Of Origin2,Country Of Origin3,Country Of Origin4,Country Of Origin5,articleType,Brand Size,Standard Size,is Standard Size present on Label,Brand Colour (Remarks),GTIN,HSN,SKUCode,MRP,AgeGroup,Prominent Colour,Second Prominent Colour,Third Prominent Colour,FashionType,Usage,Year,season,Product Details,styleNote,materialCareDescription,sizeAndFitDescription,productDisplayName,tags,addedDate,Color Variant GroupId,Occasion,Sleeve Length,Neck,Top Fabric,Bottom Fabric,Top Type,Bottom Type,Top Pattern,Bottom Pattern,Bottom Closure,Add-Ons,Wash Care,Character,Lining,Number of Pockets,Trends,Sustainable,Number of Items,Top Closure,Collection Name,Package Contains,BIS Expiry Date,BIS Certificate Image URL,BIS Certificate Number,Across Shoulder ( Inches ),Bust ( Inches ),Chest ( Inches ),Front Length ( Inches ),Garment Waist ( Inches ),Inseam Length ( Inches ),Outseam Length ( Inches ),Rise ( Inches ),Sleeve-Length ( Inches ),To Fit Bust ( Inches ),To Fit Hip ( Inches ),To Fit Waist ( Inches ),Front Image,Side Image,Back Image,Detail Angle,Look Shot Image,Additional Image 1,Additional Image 2
5200,CO00MG5200,CO00MG5200M,CO00MG5200M,Zummer Cotton Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,Magenta,,62041919,CO00MG5200,#ERROR!,Adults-Women,Magenta,Pink,Off White,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Zip,NA,Dry Clean,NA,NA,NA,Floral,Regular,2,Button,,Set Of  Shirt With Trouser,,,,15.5,40,40,32,38,25,38,12,17,36,40,30,,,,,,,
5200,CO00MG5200,CO00MG5200L,CO00MG5200L,Zummer Cotton Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,Magenta,,62041919,CO00MG5200,#ERROR!,Adults-Women,Magenta,Pink,Off White,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Zip,NA,Dry Clean,NA,NA,NA,Floral,Regular,2,Button,,Set Of  Shirt With Trouser,,,,16,42,42,32,40,25,38,12,17,38,42,32,,,,,,,
5200,CO00MG5200,CO00MG5200XL,CO00MG5200XL,Zummer Cotton Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,Magenta,,62041919,CO00MG5200,#ERROR!,Adults-Women,Magenta,Pink,Off White,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Zip,NA,Dry Clean,NA,NA,NA,Floral,Regular,2,Button,,Set Of  Shirt With Trouser,,,,16.5,44,44,32,42,25,38,12,17,40,44,34,,,,,,,
5019,CO00WH5019,CO00WH5019S,CO00WH5019S,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,S,S,Yes,White,,62041919,CO00WH5019,#ERROR!,Adults-Women,White,Off White,Orange,Fashion,Travel,2025,Summer,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Printed,Slip-On,NA,Machine Wash,NA,NA,2,Pastels,Regular,2,Button,,Set Of  Shirt With Trouser,,,,15,38,38,27,36,27,39,12,17,34,38,28,,,,,,,
5019,CO00WH5019,CO00WH5019M,CO00WH5019M,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,White,,62041919,CO00WH5019,#ERROR!,Adults-Women,White,Off White,Orange,Fashion,Travel,2025,Summer,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Printed,Slip-On,NA,Machine Wash,NA,NA,2,Pastels,Regular,2,Button,,Set Of  Shirt With Trouser,,,,15.5,40,40,27,38,27,39,12,17,36,40,30,,,,,,,
5019,CO00WH5019,CO00WH5019L,CO00WH5019L,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,White,,62041919,CO00WH5019,#ERROR!,Adults-Women,White,Off White,Orange,Fashion,Travel,2025,Summer,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Printed,Slip-On,NA,Machine Wash,NA,NA,2,Pastels,Regular,2,Button,,Set Of  Shirt With Trouser,,,,16,42,42,27,40,27,39,12,17,38,42,32,,,,,,,
5019,CO00WH5019,CO00WH5019XL,CO00WH5019XL,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,White,,62041919,CO00WH5019,#ERROR!,Adults-Women,White,Off White,Orange,Fashion,Travel,2025,Summer,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Printed,Slip-On,NA,Machine Wash,NA,NA,2,Pastels,Regular,2,Button,,Set Of  Shirt With Trouser,,,,16.5,44,44,27,42,27,39,12,17,40,44,34,,,,,,,
5019,CO00WH5019,CO00WH5019XXL,CO00WH5019XXL,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XXL,XXL,Yes,White,,62041919,CO00WH5019,#ERROR!,Adults-Women,White,Off White,Orange,Fashion,Travel,2025,Summer,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton White Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Printed,Slip-On,NA,Machine Wash,NA,NA,2,Pastels,Regular,2,Button,,Set Of  Shirt With Trouser,,,,17,46,46,27,44,27,39,12,17,42,46,36,,,,,,,
5204,CO00OL5204,CO00OL5204S,CO00OL5204S,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,S,S,Yes,Olive,,62041919,CO00OL5204,#ERROR!,Adults-Women,Olive,Green,Pink,Fashion,Smart Casual,2025,Summer,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Floral,Regular,2,Hook,,Set Of Tunic With Trouser,,,,15,38,38,33,36,25,38,12,19,34,38,28,,,,,,,
5204,CO00OL5204,CO00OL5204M,CO00OL5204M,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,Olive,,62041919,CO00OL5204,#ERROR!,Adults-Women,Olive,Green,Pink,Fashion,Smart Casual,2025,Summer,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Floral,Regular,2,Hook,,Set Of Tunic With Trouser,,,,15.5,40,40,33,38,25,38,12,19,36,40,30,,,,,,,
5204,CO00OL5204,CO00OL5204L,CO00OL5204L,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,Olive,,62041919,CO00OL5204,#ERROR!,Adults-Women,Olive,Green,Pink,Fashion,Smart Casual,2025,Summer,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Floral,Regular,2,Hook,,Set Of Tunic With Trouser,,,,16,42,42,33,40,25,38,12,19,38,42,32,,,,,,,
5204,CO00OL5204,CO00OL5204XL,CO00OL5204XL,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,Olive,,62041919,CO00OL5204,#ERROR!,Adults-Women,Olive,Green,Pink,Fashion,Smart Casual,2025,Summer,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Floral,Regular,2,Hook,,Set Of Tunic With Trouser,,,,16.5,44,44,33,42,25,38,12,19,40,44,34,,,,,,,
5205,CO00OW5205,CO00OW5205S,CO00OW5205S,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,S,S,Yes,Off White,,62041919,CO00OW5205,#ERROR!,Adults-Women,Off White,White,Pink,Fashion,Smart Casual,2025,Summer,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Floral,Regular,2,Hook,,Set Of Tunic With Trouser,,,,15,38,38,33,36,25,38,12,19,34,38,28,,,,,,,
5205,CO00OW5205,CO00OW5205M,CO00OW5205M,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,Off White,,62041919,CO00OW5205,#ERROR!,Adults-Women,Off White,White,Pink,Fashion,Smart Casual,2025,Summer,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Floral,Regular,2,Hook,,Set Of Tunic With Trouser,,,,15.5,40,40,33,38,25,38,12,19,36,40,30,,,,,,,
5205,CO00OW5205,CO00OW5205L,CO00OW5205L,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,Off White,,62041919,CO00OW5205,#ERROR!,Adults-Women,Off White,White,Pink,Fashion,Smart Casual,2025,Summer,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Floral,Regular,2,Hook,,Set Of Tunic With Trouser,,,,16,42,42,33,40,25,38,12,19,38,42,32,,,,,,,
5205,CO00OW5205,CO00OW5205XL,CO00OW5205XL,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,Off White,,62041919,CO00OW5205,#ERROR!,Adults-Women,Off White,White,Pink,Fashion,Smart Casual,2025,Summer,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Floral Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Floral,Regular,2,Hook,,Set Of Tunic With Trouser,,,,16.5,44,44,33,42,25,38,12,19,40,44,34,,,,,,,
5196,CO00MT5196,CO00MT5196S,CO00MT5196S,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,S,S,Yes,Mustard,,62041919,CO00MT5196,#ERROR!,Adults-Women,Mustard,Yellow,Green,Fashion,Smart Casual,2025,Summer,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Tropical,Regular,2,Button,,Set Of Tunic With Trouser,,,,15,38,38,33,36,25,38,12,21,34,38,28,,,,,,,
5196,CO00MT5196,CO00MT5196M,CO00MT5196M,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,Mustard,,62041919,CO00MT5196,#ERROR!,Adults-Women,Mustard,Yellow,Green,Fashion,Smart Casual,2025,Summer,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Tropical,Regular,2,Button,,Set Of Tunic With Trouser,,,,15.5,40,40,33,38,25,38,12,21,36,40,30,,,,,,,
5196,CO00MT5196,CO00MT5196L,CO00MT5196L,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,Mustard,,62041919,CO00MT5196,#ERROR!,Adults-Women,Mustard,Yellow,Green,Fashion,Smart Casual,2025,Summer,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Tropical,Regular,2,Button,,Set Of Tunic With Trouser,,,,16,42,42,33,40,25,38,12,21,38,42,32,,,,,,,
5196,CO00MT5196,CO00MT5196XL,CO00MT5196XL,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,Mustard,,62041919,CO00MT5196,#ERROR!,Adults-Women,Mustard,Yellow,Green,Fashion,Smart Casual,2025,Summer,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Tropical,Regular,2,Button,,Set Of Tunic With Trouser,,,,16.5,44,44,33,42,25,38,12,21,40,44,34,,,,,,,
5197,CO00OW5197,CO00OW5197S,CO00OW5197S,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,S,S,Yes,Off White,,62041919,CO00OW5197,#ERROR!,Adults-Women,Off White,White,Green,Fashion,Smart Casual,2025,Summer,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Tropical,Regular,2,Button,,Set Of Tunic With Trouser,,,,15,38,38,33,36,25,38,12,21,34,38,28,,,,,,,
5197,CO00OW5197,CO00OW5197M,CO00OW5197M,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,Off White,,62041919,CO00OW5197,#ERROR!,Adults-Women,Off White,White,Green,Fashion,Smart Casual,2026,Summer,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Tropical,Regular,2,Button,,Set Of Tunic With Trouser,,,,15.5,40,40,33,38,25,38,12,21,36,40,30,,,,,,,
5197,CO00OW5197,CO00OW5197L,CO00OW5197L,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,Off White,,62041919,CO00OW5197,#ERROR!,Adults-Women,Off White,White,Green,Fashion,Smart Casual,2027,Summer,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Tropical,Regular,2,Button,,Set Of Tunic With Trouser,,,,16,42,42,33,40,25,38,12,21,38,42,32,,,,,,,
5197,CO00OW5197,CO00OW5197XL,CO00OW5197XL,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,Off White,,62041919,CO00OW5197,#ERROR!,Adults-Women,Off White,White,Green,Fashion,Smart Casual,2028,Summer,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Animal Embroidered Tunic With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Embroidered,Solid,Zip,NA,Dry Clean,NA,Has a lining,NA,Tropical,Regular,2,Button,,Set Of Tunic With Trouser,,,,16.5,44,44,33,42,25,38,12,21,40,44,34,,,,,,,
