Version : 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business (Information required for Style Creation/Legal Compliance/Order Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discoverability - Attributes required for Product Description and Cataloguing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sizing - Mandatory Measurements,,,,,,,,,,,,Imagery - Mandatory Image Angles,,,,,,
styleId,styleGroupId,vendorSkuCode,vendorArticleNumber,vendorArticleName,brand,Manufacturer Name and Address with Pincode,Packer Name and Address with Pincode,Importer Name and Address with Pincode,Country Of Origin,Country Of Origin2,Country Of Origin3,Country Of Origin4,Country Of Origin5,articleType,Brand Size,Standard Size,is Standard Size present on Label,Brand Colour (Remarks),GTIN,HSN,SKUCode,MRP,AgeGroup,Prominent Colour,Second Prominent Colour,Third Prominent Colour,FashionType,Usage,Year,season,Product Details,styleNote,materialCareDescription,sizeAndFitDescription,productDisplayName,tags,addedDate,Color Variant GroupId,Occasion,Sleeve Length,Neck,Top Fabric,Bottom Fabric,Top Type,Bottom Type,Top Pattern,Bottom Pattern,Bottom Closure,Add-Ons,Wash Care,Character,Lining,Number of Pockets,Trends,Sustainable,Number of Items,Top Closure,Collection Name,Package Contains,BIS Expiry Date,BIS Certificate Image URL,BIS Certificate Number,Across Shoulder ( Inches ),Bust ( Inches ),Chest ( Inches ),Front Length ( Inches ),Garment Waist ( Inches ),Inseam Length ( Inches ),Outseam Length ( Inches ),Rise ( Inches ),Sleeve-Length ( Inches ),To Fit Bust ( Inches ),To Fit Hip ( Inches ),To Fit Waist ( Inches ),Front Image,Side Image,Back Image,Detail Angle,Look Shot Image,Additional Image 1,Additional Image 2
5153,CO00GN5153,CO00GN5153XXL,CO00GN5153XXL,Zummer Floral Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XXL,XXL,Yes,Green,,62041919,CO00GN5153,#ERROR!,Adults-Women,Green,Olive,White,Fashion,Smart Casual,2025,Summer,Zummer Floral Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Floral Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Solid,Drawstring,NA,Machine Wash,NA,NA,NA,Floral,Regular,2,Button,,Set Of  Shirt With Trouser,,,,18,46,46,29,44,28,39,12,20,42,46,36,,,,,,,
5155,CO00WH5155,CO00WH5155S,CO00WH5155S,Zummer Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,S,S,Yes,White,,62041919,CO00WH5155,#ERROR!,Adults-Women,White,Off White,Black,Fashion,Smart Casual,2025,Summer,Zummer Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Slip-On,NA,Machine Wash,NA,NA,NA,NA,Regular,2,Button,,Set Of  Shirt With Trouser,,,,16,38,38,27,36,25,36,12,20,34,38,28,,,,,,,
5155,CO00WH5155,CO00WH5155M,CO00WH5155M,Zummer Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,White,,62041919,CO00WH5155,#ERROR!,Adults-Women,White,Off White,Black,Fashion,Smart Casual,2025,Summer,Zummer Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Slip-On,NA,Machine Wash,NA,NA,NA,NA,Regular,2,Button,,Set Of  Shirt With Trouser,,,,16.5,40,40,27,38,25,36,12,21,36,40,30,,,,,,,
5155,CO00WH5155,CO00WH5155L,CO00WH5155L,Zummer Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,White,,62041919,CO00WH5155,#ERROR!,Adults-Women,White,Off White,Black,Fashion,Smart Casual,2025,Summer,Zummer Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Slip-On,NA,Machine Wash,NA,NA,NA,NA,Regular,2,Button,,Set Of  Shirt With Trouser,,,,17,42,42,27,40,25,36,12,21,38,42,32,,,,,,,
5155,CO00WH5155,CO00WH5155XL,CO00WH5155XL,Zummer Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,White,,62041919,CO00WH5155,#ERROR!,Adults-Women,White,Off White,Black,Fashion,Smart Casual,2025,Summer,Zummer Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Slip-On,NA,Machine Wash,NA,NA,NA,NA,Regular,2,Button,,Set Of  Shirt With Trouser,,,,17.5,44,44,27,42,25,36,12,21,40,44,34,,,,,,,
5155,CO00WH5155,CO00WH5155XXL,CO00WH5155XXL,Zummer Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XXL,XXL,Yes,White,,62041919,CO00WH5155,#ERROR!,Adults-Women,White,Off White,Black,Fashion,Smart Casual,2025,Summer,Zummer Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Slip-On,NA,Machine Wash,NA,NA,NA,NA,Regular,2,Button,,Set Of  Shirt With Trouser,,,,18,46,46,27,44,25,36,12,21,42,46,36,,,,,,,
5154,CO00WH5154,CO00WH5154S,CO00WH5154S,Zummer Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,S,S,Yes,White,,62041919,CO00WH5154,#ERROR!,Adults-Women,White,Off White,Black,Fashion,Smart Casual,2025,Summer,Zummer Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Slip-On,NA,Machine Wash,NA,NA,NA,NA,Regular,2,Button,,Set Of  Shirt With Trouser,,,,16,38,38,27,36,25,36,12,21,34,38,28,,,,,,,
5154,CO00WH5154,CO00WH5154M,CO00WH5154M,Zummer Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,White,,62041919,CO00WH5154,#ERROR!,Adults-Women,White,Off White,Black,Fashion,Smart Casual,2025,Summer,Zummer Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Slip-On,NA,Machine Wash,NA,NA,NA,NA,Regular,2,Button,,Set Of  Shirt With Trouser,,,,16.5,40,40,27,38,25,36,12,21,36,40,30,,,,,,,
5154,CO00WH5154,CO00WH5154L,CO00WH5154L,Zummer Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,White,,62041919,CO00WH5154,#ERROR!,Adults-Women,White,Off White,Black,Fashion,Smart Casual,2025,Summer,Zummer Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Slip-On,NA,Machine Wash,NA,NA,NA,NA,Regular,2,Button,,Set Of  Shirt With Trouser,,,,17,42,42,27,40,25,36,12,21,38,42,32,,,,,,,
5154,CO00WH5154,CO00WH5154XL,CO00WH5154XL,Zummer Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,White,,62041919,CO00WH5154,#ERROR!,Adults-Women,White,Off White,Black,Fashion,Smart Casual,2025,Summer,Zummer Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Slip-On,NA,Machine Wash,NA,NA,NA,NA,Regular,2,Button,,Set Of  Shirt With Trouser,,,,17.5,44,44,27,42,25,36,12,21,40,44,34,,,,,,,
5154,CO00WH5154,CO00WH5154XXL,CO00WH5154XXL,Zummer Embroidered Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XXL,XXL,Yes,White,,62041919,CO00WH5154,#ERROR!,Adults-Women,White,Off White,Black,Fashion,Smart Casual,2025,Summer,Zummer Embroidered Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Embroidered Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Embroidered,Embroidered,Slip-On,NA,Machine Wash,NA,NA,NA,NA,Regular,2,Button,,Set Of  Shirt With Trouser,,,,18,46,46,27,44,25,36,12,21,42,46,36,,,,,,,
5038,CO00OW5038,CO00OW5038M,CO00OW5038M,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,Off White,,62041919,CO00OW5038,#ERROR!,Adults-Women,Off White,White,Black,Fashion,Travel,2025,Summer,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Colourblocked,Colourblocked,Drawstring,NA,Dry Clean,NA,NA,2,NA,Regular,2,NA,,Set Of  Tunic With Trouser,,,,,38,38,29,40,28,39,12,12,36,40,30,,,,,,,
5038,CO00OW5038,CO00OW5038L,CO00OW5038L,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,Off White,,62041919,CO00OW5038,#ERROR!,Adults-Women,Off White,White,Black,Fashion,Travel,2025,Summer,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Colourblocked,Colourblocked,Drawstring,NA,Dry Clean,NA,NA,2,NA,Regular,2,NA,,Set Of  Tunic With Trouser,,,,,40,40,29,42,28,39,12,12,38,42,32,,,,,,,
5038,CO00OW5038,CO00OW5038XL,CO00OW5038XL,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,Off White,,62041919,CO00OW5038,#ERROR!,Adults-Women,Off White,White,Black,Fashion,Travel,2025,Summer,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Colourblocked,Colourblocked,Drawstring,NA,Dry Clean,NA,NA,2,NA,Regular,2,NA,,Set Of  Tunic With Trouser,,,,,42,42,29,44,28,39,12,12,40,44,34,,,,,,,
5038,CO00OW5038,CO00OW5038XXL,CO00OW5038XXL,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XXL,XXL,Yes,Off White,,62041919,CO00OW5038,#ERROR!,Adults-Women,Off White,White,Black,Fashion,Travel,2025,Summer,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Colourblocked,Colourblocked,Drawstring,NA,Dry Clean,NA,NA,2,NA,Regular,2,NA,,Set Of  Tunic With Trouser,,,,,44,44,29,46,28,39,12,12,42,46,36,,,,,,,
5038,CO00OW5039,CO00OW5039M,CO00OW5039M,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,Off White,,62041919,CO00OW5038,#ERROR!,Adults-Women,Off White,White,Black,Fashion,Travel,2025,Summer,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Colourblocked,Colourblocked,Drawstring,NA,Dry Clean,NA,Has a lining,2,NA,Regular,2,Button,,Set Of  Tunic With Trouser,,,,14,38,38,27,36,28,39,12,17,36,40,30,,,,,,,
5038,CO00OW5039,CO00OW5039L,CO00OW5039L,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,Off White,,62041919,CO00OW5038,#ERROR!,Adults-Women,Off White,White,Black,Fashion,Travel,2025,Summer,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Colourblocked,Colourblocked,Drawstring,NA,Dry Clean,NA,Has a lining,2,NA,Regular,2,Button,,Set Of  Tunic With Trouser,,,,14.5,40,40,27,38,28,39,12,17,38,42,32,,,,,,,
5038,CO00OW5039,CO00OW5039XL,CO00OW5039XL,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,Off White,,62041919,CO00OW5038,#ERROR!,Adults-Women,Off White,White,Black,Fashion,Travel,2025,Summer,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Colourblocked,Colourblocked,Drawstring,NA,Dry Clean,NA,Has a lining,2,NA,Regular,2,Button,,Set Of  Tunic With Trouser,,,,15,42,42,27,40,28,39,12,17,40,44,34,,,,,,,
5038,CO00OW5039,CO00OW5039XXL,CO00OW5039XXL,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XXL,XXL,Yes,Off White,,62041919,CO00OW5038,#ERROR!,Adults-Women,Off White,White,Black,Fashion,Travel,2025,Summer,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,100% Cotton,,Zummer off white Colourblocked Tunic With Trouser Co-Ords Set,,,,Casual,Three-Quarter Sleeves,Mandarin Collar,Pure Cotton,Pure Cotton,Tunic,Trousers,Colourblocked,Colourblocked,Drawstring,NA,Dry Clean,NA,Has a lining,2,NA,Regular,2,Button,,Set Of  Tunic With Trouser,,,,15.5,44,44,27,42,28,39,12,17,42,46,36,,,,,,,
5021,CO00BL5021,CO00BL5021S,CO00BL5021S,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,S,S,Yes,Blue,,62041919,CO00BL5021,#ERROR!,Adults-Women,Blue,White,Off White,Fashion,Smart Casual,2025,Summer,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Printed,Printed,Slip-On,NA,Machine Wash,NA,NA,2,Indigo,Regular,2,Button,,Set Of  Shirt With Trouser,,,,16,40,40,27,40,27,39,12,21,36,40,30,,,,,,,
5021,CO00BL5021,CO00BL5021M,CO00BL5021M,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,M,M,Yes,Blue,,62041919,CO00BL5021,#ERROR!,Adults-Women,Blue,White,Off White,Fashion,Smart Casual,2025,Summer,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Printed,Printed,Slip-On,NA,Machine Wash,NA,NA,2,Indigo,Regular,2,Button,,Set Of  Shirt With Trouser,,,,16.5,42,42,27,42,27,39,12,21,38,42,32,,,,,,,
5021,CO00BL5021,CO00BL5021L,CO00BL5021L,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,L,L,Yes,Blue,,62041919,CO00BL5021,#ERROR!,Adults-Women,Blue,White,Off White,Fashion,Smart Casual,2025,Summer,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Printed,Printed,Slip-On,NA,Machine Wash,NA,NA,2,Indigo,Regular,2,Button,,Set Of  Shirt With Trouser,,,,17,44,44,27,44,27,39,12,21,40,44,34,,,,,,,
5021,CO00BL5021,CO00BL5021XL,CO00BL5021XL,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XL,XL,Yes,Blue,,62041919,CO00BL5021,#ERROR!,Adults-Women,Blue,White,Off White,Fashion,Smart Casual,2025,Summer,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Printed,Printed,Slip-On,NA,Machine Wash,NA,NA,2,Indigo,Regular,2,Button,,Set Of  Shirt With Trouser,,,,17.5,46,46,27,46,27,39,12,21,42,46,36,,,,,,,
5021,CO00BL5021,CO00BL5021XXL,CO00BL5021XXL,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Co-Ords,XXL,XXL,Yes,Blue,,62041919,CO00BL5021,#ERROR!,Adults-Women,Blue,White,Off White,Fashion,Smart Casual,2025,Summer,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,,100% Cotton,,Zummer Cotton Ikkat Print Shirt With Trouser Co-Ords Set,,,,Casual,Long Sleeves,Shirt Collar,Pure Cotton,Pure Cotton,Shirt,Trousers,Printed,Printed,Slip-On,NA,Machine Wash,NA,NA,2,Indigo,Regular,2,Button,,Set Of  Shirt With Trouser,,,,18,48,48,27,48,27,39,12,21,44,48,38,,,,,,,
