Version : 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business (Information required for Style Creation/Legal Compliance/Order Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discoverability - Attributes required for Product Description and Cataloguing,,,,,,,,,,,,,,,,,,,,,,,,,,Sizing - Mandatory Measurements,,,,,,Imagery - Mandatory Image Angles,,,,,,
styleId,styleGroupId,vendorSkuCode,vendorArticleNumber,vendorArticleName,brand,Manufacturer Name and Address with Pincode,Packer Name and Address with Pincode,Importer Name and Address with Pincode,Country Of Origin,Country Of Origin2,Country Of Origin3,Country Of Origin4,Country Of Origin5,articleType,Brand Size,Standard Size,is Standard Size present on Label,Brand Colour (Remarks),GTIN,HSN,SKUCode,MRP,AgeGroup,Prominent Colour,Second Prominent Colour,Third Prominent Colour,FashionType,Usage,Year,season,Product Details,styleNote,materialCareDescription,sizeAndFitDescription,productDisplayName,tags,addedDate,Color Variant GroupId,Fabric,Fabric 2,Pattern,Closure,Fit,Type,Number of Pockets,Multipack Set,Wash Care,Surface Styling,Weave Type,Body or Garment Size,Occasion,Sustainable,Character,Number of Items,Collection Name,Package Contains,Garment Waist ( Inches ),Inseam Length ( Inches ),To Fit Waist ( Inches ),Outseam Length ( Inches ),Rise ( Inches ),To Fit Hip ( Inches ),Front Image,Side Image,Back Image,Detail Angle,Look Shot Image,Additional Image 1,Additional Image 2
1129,TR06BK1129,TR06BK1129S,TR06BK1129S,Black Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,S,28,Yes,Black,,,TR06BK1129,2799,Adults-Women,Black,Charcoal,NA,Fashion,Casual,2025,Summer,Black Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,Black Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Bellbottom Jeggings,26,30.5,28,41,10.5,38,,,,,,,
1129,TR06BK1129,TR06BK1129M,TR06BK1129M,Black Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,M,30,Yes,Black,,,TR06BK1129,2799,Adults-Women,Black,Charcoal,NA,Fashion,Casual,2025,Summer,Black Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,Black Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Bellbottom Jeggings,28,30,30,41,11,40,,,,,,,
1129,TR06BK1129,TR06BK1129L,TR06BK1129L,Black Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,L,32,Yes,Black,,,TR06BK1129,2799,Adults-Women,Black,Charcoal,NA,Fashion,Casual,2025,Summer,Black Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,Black Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Bellbottom Jeggings,30,29.5,32,41,11.5,42,,,,,,,
1129,TR06BK1129,TR06BK1129XL,TR06BK1129XL,Black Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,XL,34,Yes,Black,,,TR06BK1129,2799,Adults-Women,Black,Charcoal,NA,Fashion,Casual,2025,Summer,Black Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,Black Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Bellbottom Jeggings,32,29,34,41,12,44,,,,,,,
1129,TR06BK1129,TR06BK1129XXL,TR06BK1129XXL,Black Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,XXL,36,Yes,Black,,,TR06BK1129,2799,Adults-Women,Black,Charcoal,NA,Fashion,Casual,2025,Summer,Black Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,Black Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Bellbottom Jeggings,34,28.5,36,41,12.5,46,,,,,,,
1130,TR06WH1130,TR06WH1130XS,TR06WH1130XS,White Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,XS,26,Yes,White,,,TR06WH1130,2799,Adults-Women,White,Off White,NA,Fashion,Casual,2025,Summer,White Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,White Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Bellbottom Jeggings,24,31,26,41,10,36,,,,,,,
1130,TR06WH1130,TR06WH1130S,TR06WH1130S,White Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,S,28,Yes,White,,,TR06WH1130,2799,Adults-Women,White,Off White,NA,Fashion,Casual,2025,Summer,White Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,White Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Bellbottom Jeggings,26,30.5,28,41,10.5,38,,,,,,,
1130,TR06WH1130,TR06WH1130M,TR06WH1130M,White Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,M,30,Yes,White,,,TR06WH1130,2799,Adults-Women,White,Off White,NA,Fashion,Casual,2025,Summer,White Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,White Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Bellbottom Jeggings,28,30,30,41,11,40,,,,,,,
1130,TR06WH1130,TR06WH1130L,TR06WH1130L,White Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,L,32,Yes,White,,,TR06WH1130,2799,Adults-Women,White,Off White,NA,Fashion,Casual,2025,Summer,White Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,White Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Front Button Jeggings,30,29.5,32,41,11.5,42,,,,,,,
1130,TR06WH1130,TR06WH1130XL,TR06WH1130XL,White Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,XL,34,Yes,White,,,TR06WH1130,2799,Adults-Women,White,Off White,NA,Fashion,Casual,2025,Summer,White Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,White Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Front Button Jeggings,32,29,34,41,12,44,,,,,,,
1130,TR06WH1130,TR06WH1130XXL,TR06WH1130XXL,White Roma Bellbottom Jeggings,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeggings,XXL,36,Yes,White,,,TR06WH1130,2799,Adults-Women,White,Off White,NA,Fashion,Casual,2025,Summer,White Roma Bellbottom Jeggings,,65% Nylon 30% Rayon 5% Spandex,,White Roma Bellbottom Jeggings,,,,Nylon,Viscose Rayon,Solid,Slip-On,Slim Fit,Jeggings,NA,Single,Machine Wash,NA,Denim,Garment Measurements in,Casual,Regular,NA,1,,1 Front Button Jeggings,34,28.5,36,41,12.5,46,,,,,,,
