Version : 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business (Information required for Style Creation/Legal Compliance/Order Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discoverability - Attributes required for Product Description and Cataloguing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sizing - Mandatory Measurements,,,,,,,,Imagery - Mandatory Image Angles,,,,,,
styleId,styleGroupId,vendorSkuCode,vendorArticleNumber,vendorArticleName,brand,Manufacturer Name and Address with Pincode,Packer Name and Address with Pincode,Importer Name and Address with Pincode,Country Of Origin,Country Of Origin2,Country Of Origin3,Country Of Origin4,Country Of Origin5,articleType,Brand Size,Standard Size,is Standard Size present on Label,Brand Colour (Remarks),GTIN,HSN,SKUCode,MRP,AgeGroup,Prominent Colour,Second Prominent Colour,Third Prominent Colour,FashionType,Usage,Year,season,Product Details,styleNote,materialCareDescription,sizeAndFitDescription,productDisplayName,tags,addedDate,Color Variant GroupId,Fabric,Fit,Waist Rise,Fabric 2,Fabric 3,Fade,Distress,Occasion,Brand Fit Name,Length,Number of Pockets,Waistband,Closure,Add-Ons,Shade,Features,Wash Care,Reversible,Stretch,Effects,Type of Distress,Body or Garment Size,Sustainable,Main Trend,Character,Number of Items,Contact Brand or Retailer for pre-sales product queries,What it does for your body,How to care for your denim,Collection Name,Package Contains,BIS Expiry Date,BIS Certificate Image URL,BIS Certificate Number,Garment Waist ( Inches ),Inseam Length ( Inches ),To Fit Waist ( Inches ),Bottom Hem ( Inches ),Hips ( Inches ),Outseam Length ( Inches ),Rise ( Inches ),Thigh ( Inches ),Front Image,Side Image,Back Image,Detail Angle,Look Shot Image,Additional Image 1,Additional Image 2
1158,JN09BL1158,JN09BL1158M,JN09BL1158M,Light Blue Wash Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,M,30,Yes,Blue,,62046200,JN09BL1158,3199,Adults-Women,Blue,,,Fashion,Casual,2025,Summer,Light Blue Wash Straight Fit Jeans,,96% Cotton 4% Spandex,,Light Blue Wash Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Light,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Straight Fit Jeans,,,,29,30.5,30,21,37,42,12.5,23,,,,,,,
1158,JN09BL1158,JN09BL1158L,JN09BL1158L,Light Blue Wash Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,L,32,Yes,Blue,,62046200,JN09BL1158,3199,Adults-Women,Blue,,,Fashion,Casual,2025,Summer,Light Blue Wash Straight Fit Jeans,,96% Cotton 4% Spandex,,Light Blue Wash Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Light,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Straight Fit Jeans,,,,31,31,32,22,39,42,13,24,,,,,,,
1158,JN09BL1158,JN09BL1158XL,JN09BL1158XL,Light Blue Wash Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XL,34,Yes,Blue,,62046200,JN09BL1158,3199,Adults-Women,Blue,,,Fashion,Casual,2025,Summer,Light Blue Wash Straight Fit Jeans,,96% Cotton 4% Spandex,,Light Blue Wash Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Light,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Straight Fit Jeans,,,,33,31.5,34,23,41,42,13.5,25,,,,,,,
1158,JN09BL1158,JN09BL1158XXL,JN09BL1158XXL,Light Blue Wash Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XXL,36,Yes,Blue,,62046200,JN09BL1158,3199,Adults-Women,Blue,,,Fashion,Casual,2025,Summer,Light Blue Wash Straight Fit Jeans,,96% Cotton 4% Spandex,,Light Blue Wash Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Light,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Straight Fit Jeans,,,,35,32,36,24,43,42,14,26,,,,,,,
1159,JN09BL1159,JN09BL1159XS,JN09BL1159XS,Blue Wash Denim Bellbottom Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XS,26,Yes,Blue,,62046200,JN09BL1159,3199,Adults-Women,Blue,,,Fashion,Casual,2025,Summer,Blue Wash Denim Bellbottom Jeans,,96% Cotton 4% Spandex,,Blue Wash Denim Bellbottom Jeans,,,,Cotton,Flared,Mid-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Bellbottom Jeans,,,,25,31.5,26,19,33,42,10.5,19,,,,,,,
1159,JN09BL1159,JN09BL1159S,JN09BL1159S,Blue Wash Denim Bellbottom Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,S,28,Yes,Blue,,62046200,JN09BL1159,3199,Adults-Women,Blue,,,Fashion,Casual,2025,Summer,Blue Wash Denim Bellbottom Jeans,,96% Cotton 4% Spandex,,Blue Wash Denim Bellbottom Jeans,,,,Cotton,Flared,Mid-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Bellbottom Jeans,,,,27,31,28,20,35,42,11,20,,,,,,,
1159,JN09BL1159,JN09BL1159M,JN09BL1159M,Blue Wash Denim Bellbottom Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,M,30,Yes,Blue,,62046200,JN09BL1159,3199,Adults-Women,Blue,,,Fashion,Casual,2025,Summer,Blue Wash Denim Bellbottom Jeans,,96% Cotton 4% Spandex,,Blue Wash Denim Bellbottom Jeans,,,,Cotton,Flared,Mid-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Bellbottom Jeans,,,,29,30.5,30,21,37,42,11.5,21,,,,,,,
1159,JN09BL1159,JN09BL1159L,JN09BL1159L,Blue Wash Denim Bellbottom Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,L,32,Yes,Blue,,62046200,JN09BL1159,3199,Adults-Women,Blue,,,Fashion,Casual,2025,Summer,Blue Wash Denim Bellbottom Jeans,,96% Cotton 4% Spandex,,Blue Wash Denim Bellbottom Jeans,,,,Cotton,Flared,Mid-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Bellbottom Jeans,,,,31,30,32,22,39,42,12,22,,,,,,,
1159,JN09BL1159,JN09BL1159XL,JN09BL1159XL,Blue Wash Denim Bellbottom Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XL,34,Yes,Blue,,62046200,JN09BL1159,3199,Adults-Women,Blue,,,Fashion,Casual,2025,Summer,Blue Wash Denim Bellbottom Jeans,,96% Cotton 4% Spandex,,Blue Wash Denim Bellbottom Jeans,,,,Cotton,Flared,Mid-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Bellbottom Jeans,,,,33,29.5,34,23,41,42,12.5,23,,,,,,,
1159,JN09BL1159,JN09BL1159XXL,JN09BL1159XXL,Blue Wash Denim Bellbottom Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XXL,36,Yes,Blue,,62046200,JN09BL1159,3199,Adults-Women,Blue,,,Fashion,Casual,2025,Summer,Blue Wash Denim Bellbottom Jeans,,96% Cotton 4% Spandex,,Blue Wash Denim Bellbottom Jeans,,,,Cotton,Flared,Mid-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Bellbottom Jeans,,,,35,29,36,24,43,42,13,24,,,,,,,
1156,JN09GN1156,JN09GN1156XS,JN09GN1156XS,Green Wash Paper Bag Waist Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XS,26,Yes,Green,,62046200,JN09GN1156,3999,Adults-Women,Green,,,Fashion,Casual,2025,Summer,Green Wash Paper Bag Waist Straight Fit Jeans,,96% Cotton 4% Spandex,,Green Wash Paper Bag Waist Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,4,Elasticated,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Frayed Denim,NA,1,,,,,1 Straight Fit Jeans,,,,24,30.5,26,19,33,42,11.5,21,,,,,,,
1156,JN09GN1156,JN09GN1156S,JN09GN1156S,Green Wash Paper Bag Waist Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,S,28,Yes,Green,,62046200,JN09GN1156,3999,Adults-Women,Green,,,Fashion,Casual,2025,Summer,Green Wash Paper Bag Waist Straight Fit Jeans,,96% Cotton 4% Spandex,,Green Wash Paper Bag Waist Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,4,Elasticated,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Frayed Denim,NA,1,,,,,1 Straight Fit Jeans,,,,26,30,28,20,35,42,12,22,,,,,,,
1156,JN09GN1156,JN09GN1156M,JN09GN1156M,Green Wash Paper Bag Waist Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,M,30,Yes,Green,,62046200,JN09GN1156,3999,Adults-Women,Green,,,Fashion,Casual,2025,Summer,Green Wash Paper Bag Waist Straight Fit Jeans,,96% Cotton 4% Spandex,,Green Wash Paper Bag Waist Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,4,Elasticated,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Frayed Denim,NA,1,,,,,1 Straight Fit Jeans,,,,28,29.5,30,21,37,42,12.5,23,,,,,,,
1156,JN09GN1156,JN09GN1156L,JN09GN1156L,Green Wash Paper Bag Waist Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,L,32,Yes,Green,,62046200,JN09GN1156,3999,Adults-Women,Green,,,Fashion,Casual,2025,Summer,Green Wash Paper Bag Waist Straight Fit Jeans,,96% Cotton 4% Spandex,,Green Wash Paper Bag Waist Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,4,Elasticated,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Frayed Denim,NA,1,,,,,1 Straight Fit Jeans,,,,30,29,32,22,39,42,13,24,,,,,,,
1156,JN09GN1156,JN09GN1156XL,JN09GN1156XL,Green Wash Paper Bag Waist Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XL,34,Yes,Green,,62046200,JN09GN1156,3999,Adults-Women,Green,,,Fashion,Casual,2025,Summer,Green Wash Paper Bag Waist Straight Fit Jeans,,96% Cotton 4% Spandex,,Green Wash Paper Bag Waist Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,4,Elasticated,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Frayed Denim,NA,1,,,,,1 Straight Fit Jeans,,,,32,28.5,34,23,41,42,13.5,25,,,,,,,
1156,JN09GN1156,JN09GN1156XXL,JN09GN1156XXL,Green Wash Paper Bag Waist Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XXL,36,Yes,Green,,62046200,JN09GN1156,3999,Adults-Women,Green,,,Fashion,Casual,2025,Summer,Green Wash Paper Bag Waist Straight Fit Jeans,,96% Cotton 4% Spandex,,Green Wash Paper Bag Waist Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Clean Look,Casual,NA,Regular,4,Elasticated,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Frayed Denim,NA,1,,,,,1 Straight Fit Jeans,,,,34,28,36,24,43,42,14,26,,,,,,,
1151,JN09GY1151,JN09GY1151XS,JN09GY1151XS,Grey Wash Distressed Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XS,26,Yes,Grey,,62046200,JN09GY1151,3199,Adults-Women,Grey,,,Fashion,Casual,2025,Summer,Grey Wash Distressed Straight Fit Jeans,,96% Cotton 4% Spandex,,Grey Wash Distressed Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Mildly Distressed,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,Cat Scratches,Garment Measurements in,Regular,Slits,NA,1,,,,,1 Straight Fit Jeans,,,,25,30,26,18,33,42,11.5,21,,,,,,,
1151,JN09GY1151,JN09GY1151S,JN09GY1151S,Grey Wash Distressed Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,S,28,Yes,Grey,,62046200,JN09GY1151,3199,Adults-Women,Grey,,,Fashion,Casual,2025,Summer,Grey Wash Distressed Straight Fit Jeans,,96% Cotton 4% Spandex,,Grey Wash Distressed Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Mildly Distressed,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,Cat Scratches,Garment Measurements in,Regular,Slits,NA,1,,,,,1 Straight Fit Jeans,,,,27,29.5,28,20,35,42,12,22,,,,,,,
1151,JN09GY1151,JN09GY1151M,JN09GY1151M,Grey Wash Distressed Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,M,30,Yes,Grey,,62046200,JN09GY1151,3199,Adults-Women,Grey,,,Fashion,Casual,2025,Summer,Grey Wash Distressed Straight Fit Jeans,,96% Cotton 4% Spandex,,Grey Wash Distressed Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Mildly Distressed,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,Cat Scratches,Garment Measurements in,Regular,Slits,NA,1,,,,,1 Straight Fit Jeans,,,,29,29,30,22,37,42,12.5,23,,,,,,,
1151,JN09GY1151,JN09GY1151L,JN09GY1151L,Grey Wash Distressed Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,L,32,Yes,Grey,,62046200,JN09GY1151,3199,Adults-Women,Grey,,,Fashion,Casual,2025,Summer,Grey Wash Distressed Straight Fit Jeans,,96% Cotton 4% Spandex,,Grey Wash Distressed Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Mildly Distressed,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,Cat Scratches,Garment Measurements in,Regular,Slits,NA,1,,,,,1 Straight Fit Jeans,,,,31,28.5,32,24,39,42,13,24,,,,,,,
1151,JN09GY1151,JN09GY1151XL,JN09GY1151XL,Grey Wash Distressed Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XL,34,Yes,Grey,,62046200,JN09GY1151,3199,Adults-Women,Grey,,,Fashion,Casual,2025,Summer,Grey Wash Distressed Straight Fit Jeans,,96% Cotton 4% Spandex,,Grey Wash Distressed Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Mildly Distressed,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,Cat Scratches,Garment Measurements in,Regular,Slits,NA,1,,,,,1 Straight Fit Jeans,,,,33,28,34,26,41,42,13.5,25,,,,,,,
1151,JN09GY1151,JN09GY1151XXL,JN09GY1151XXL,Grey Wash Distressed Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XXL,36,Yes,Grey,,62046200,JN09GY1151,3199,Adults-Women,Grey,,,Fashion,Casual,2025,Summer,Grey Wash Distressed Straight Fit Jeans,,96% Cotton 4% Spandex,,Grey Wash Distressed Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,Light Fade,Mildly Distressed,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Medium,NA,Machine Wash,No,Stretchable,None,Cat Scratches,Garment Measurements in,Regular,Slits,NA,1,,,,,1 Straight Fit Jeans,,,,35,27.5,36,28,43,42,14,26,,,,,,,
1157,JN09NB1157,JN09NB1157XS,JN09NB1157XS,Navy Denim Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,XS,26,Yes,Navy Blue,,62046200,JN09NB1157,3199,Adults-Women,Navy Blue,,,Fashion,Casual,2025,Summer,Navy Denim Straight Fit Jeans,,96% Cotton 4% Spandex,,Navy Denim Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,No Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Dark,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Straight Fit Jeans,,,,25,29.5,26,19,33,42,11.5,21,,,,,,,
1157,JN09NB1157,JN09NB1157S,JN09NB1157S,Navy Denim Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,S,28,Yes,Navy Blue,,62046200,JN09NB1157,3199,Adults-Women,Navy Blue,,,Fashion,Casual,2025,Summer,Navy Denim Straight Fit Jeans,,96% Cotton 4% Spandex,,Navy Denim Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,No Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Dark,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Straight Fit Jeans,,,,27,30,28,20,35,42,12,22,,,,,,,
1157,JN09NB1157,JN09NB1157M,JN09NB1157M,Navy Denim Straight Fit Jeans,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Jeans,M,30,Yes,Navy Blue,,62046200,JN09NB1157,3199,Adults-Women,Navy Blue,,,Fashion,Casual,2025,Summer,Navy Denim Straight Fit Jeans,,96% Cotton 4% Spandex,,Navy Denim Straight Fit Jeans,,,,Cotton,Straight Fit,High-Rise,Elastane,NA,No Fade,Clean Look,Casual,NA,Regular,5,With belt loops,Button and Zip,NA,Dark,NA,Machine Wash,No,Stretchable,None,NA,Garment Measurements in,Regular,Retro Denims,NA,1,,,,,1 Straight Fit Jeans,,,,29,30.5,30,21,37,42,12.5,23,,,,,,,
